,ApplicationCycle,Ethnicity,AnticipatedCompletionDate,ProgramName,CountryName,ProgramCity,ProgramRegion,ApplicationID,ProgramYear,ProgramTerm,ApplicationStatusAlias,Gender,PreferredGender,AcademicYear,StartYear
505,Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Czechia,Olomouc,Europe,118540,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
506,Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Czechia,Prague,Europe,118540,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
507,Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Germany,Berlin,Europe,118540,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
508,Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Netherlands,Utrecht,Europe,118540,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
509,Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Czechia,Olomouc,Europe,118676,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
510,Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Czechia,Prague,Europe,118676,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
511,Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Germany,Berlin,Europe,118676,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
512,Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Netherlands,Utrecht,Europe,118676,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
513,Fall 2019,Asian,May 24 2021 12:00AM,"CIEE Arts and Sciences Program in Seoul, Korea","Korea, South ",Seoul,Asia,118814,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
514,Fall 2019,International student,May 24 2021 12:00AM,IES Abroad Nagoya Direct Enrollment - Nanzan University,Japan,Nagoya,Asia,118867,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
515,Fall 2019,White,May 24 2021 12:00AM,ACM Newberry Seminar: Research in the Humanities,United States,"Chicago, IL",North America,119199,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
516,Fall 2019,White,May 24 2021 12:00AM,IFSA - IFSA Merida Universities Program,Mexico,Merida,Latin America and Caribbean,119773,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
517,Fall 2019,White,May 24 2021 12:00AM,ACM Newberry Seminar: Research in the Humanities,United States,"Chicago, IL",North America,120104,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
518,Fall 2019,White,May 24 2021 12:00AM,Grinnell in London,United Kingdom,London,Europe,120370,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
520,Fall 2019,White,May 24 2021 12:00AM,Grinnell in London,United Kingdom,London,Europe,120554,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
522,Fall 2019,White,May 24 2021 12:00AM,IES Abroad Nagoya Direct Enrollment - Nanzan University,Japan,Nagoya,Asia,120572,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
523,Fall 2019,International student,May 24 2021 12:00AM,Grinnell in London,United Kingdom,London,Europe,120885,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
525,Fall 2019,White,May 24 2021 12:00AM,The School for Field Studies - Bhutan: Himalayan Environment and Society in Transition,Bhutan,Paro,Asia,120893,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
526,Fall 2019,Black or African-American,May 18 2020 12:00AM,Institute for Central American Development Studies - Social Justice & Development Internship,Costa Rica,San Jose,Latin America and Caribbean,121374,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
527,Fall 2019,White,May 24 2021 12:00AM,Leiden University College,Netherlands,The Hague,Europe,122250,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
528,Fall 2019,White,May 24 2021 12:00AM,College Year in Athens - Semester and Academic Year Program,Greece,Athens,Europe,122384,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
529,Fall 2019,White,May 24 2021 12:00AM,IES Abroad Freiburg - Environmental Studies & Sustainability,Germany,Freiburg im Breisgau,Europe,122895,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
530,Fall 2019,White,May 24 2021 12:00AM,IES Abroad Cape Town - University of Cape Town,South Africa,Cape Town,Sub-Saharan Africa,123194,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
531,Fall 2019,Black or African-American,May 24 2021 12:00AM,X - IES Abroad Santiago - Study in Santiago,Chile,Santiago,Latin America and Caribbean,123229,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
532,Fall 2019,White,May 24 2021 12:00AM,Grinnell in London,United Kingdom,London,Europe,123839,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
534,Fall 2019,White,May 24 2021 12:00AM,Middlebury School in Russia: Irkutsk,Russia,Irkustk,Europe,123919,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
535,Fall 2019,White,May 24 2021 12:00AM,"CIEE Liberal Arts Program in Buenos Aires, Argentina",Argentina,Buenos Aires,Latin America and Caribbean,124218,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
536,Fall 2019,White,May 24 2021 12:00AM,"X - SIT Study Abroad/IHP: Food Systems: Agriculture, Sustainability, and Justice",Malawi,Lilongwe,Sub-Saharan Africa,124235,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
537,Fall 2019,White,May 24 2021 12:00AM,"X - SIT Study Abroad/IHP: Food Systems: Agriculture, Sustainability, and Justice",Spain,Barcelona,Europe,124235,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
538,Fall 2019,White,May 24 2021 12:00AM,"X - SIT Study Abroad/IHP: Food Systems: Agriculture, Sustainability, and Justice",United States,"Atlanta, GA",North America,124235,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
539,Fall 2019,Hispanic (of any race),May 18 2020 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,124367,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
540,Fall 2019,White,May 24 2021 12:00AM,National Theater Institute,United States,"Waterford, CT",North America,124546,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
541,Fall 2019,White,May 24 2021 12:00AM,IES Abroad Quito - Area Studies & Language,Ecuador,Quito,Latin America and Caribbean,124568,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
542,Fall 2019,White,May 24 2021 12:00AM,IES Abroad Quito - Area Studies & Language,Ecuador,Quito,Latin America and Caribbean,124569,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
543,Fall 2019,Ethnicity and race unknown,May 25 2021 12:00AM,IES Abroad Freiburg - Environmental Studies & Sustainability,Germany,Freiburg im Breisgau,Europe,124600,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
544,Fall 2019,White,May 24 2021 12:00AM,The School for Field Studies - Rainforest to Reef (Australia),Australia,Atherton,Oceania,124755,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
545,Fall 2019,White,May 18 2020 12:00AM,X - CIEE Russian Area Studies,Russia,Saint Petersburg,Europe,124791,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
546,Fall 2019,White,May 18 2020 12:00AM,X - CIEE Russian Area Studies,Russia,St Petersburg,Europe,124791,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
547,Fall 2019,Black or African-American,May 24 2021 12:00AM,X - IES Abroad Santiago - Study in Santiago,Chile,Santiago,Latin America and Caribbean,124911,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
548,Fall 2019,International student,May 24 2021 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,124969,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
549,Fall 2019,White,May 24 2021 12:00AM,Grinnell in London,United Kingdom,London,Europe,125008,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
551,Fall 2019,White,May 24 2021 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,125020,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
552,Fall 2019,White,May 24 2021 12:00AM,"X - SIT IHP Cities in the 21st Century: People, Planning and Politics (Fall)",Argentina,Buenos Aires,Latin America and Caribbean,125062,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
553,Fall 2019,White,May 24 2021 12:00AM,"X - SIT IHP Cities in the 21st Century: People, Planning and Politics (Fall)",South Africa,Cape Town,Sub-Saharan Africa,125062,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
554,Fall 2019,White,May 24 2021 12:00AM,"X - SIT IHP Cities in the 21st Century: People, Planning and Politics (Fall)",Spain,Barcelona,Europe,125062,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
555,Fall 2019,White,May 24 2021 12:00AM,"X - SIT IHP Cities in the 21st Century: People, Planning and Politics (Fall)",United States,"New York, NY",North America,125062,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
556,Fall 2019,White,May 24 2021 12:00AM,"SIT Study Abroad Mexico: Migration, Borders, and Transnational Communities",Mexico,Oaxaca,Latin America and Caribbean,125097,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
557,Fall 2019,Ethnicity and race unknown,May 24 2021 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,125188,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
558,Fall 2019,Hispanic (of any race),May 24 2021 12:00AM,"X - SIT IHP: Health and Community Globalization, Culture, and Care (Fall 2)",Argentina,Buenos Aires,Latin America and Caribbean,125199,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
559,Fall 2019,Hispanic (of any race),May 24 2021 12:00AM,"X - SIT IHP: Health and Community Globalization, Culture, and Care (Fall 2)",South Africa,Cape Town,Sub-Saharan Africa,125199,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
560,Fall 2019,Hispanic (of any race),May 24 2021 12:00AM,"X - SIT IHP: Health and Community Globalization, Culture, and Care (Fall 2)",United States,"Washington, D.C.",North America,125199,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
561,Fall 2019,Hispanic (of any race),May 24 2021 12:00AM,"X - SIT IHP: Health and Community Globalization, Culture, and Care (Fall 2)",Vietnam,Hanoi,Asia,125199,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
562,Fall 2019,White,May 24 2021 12:00AM,X - HECUA New Zealand - Culture and the Environment: A Shared Future,New Zealand,Wellington,Oceania,125205,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
563,Fall 2019,White,May 24 2021 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,125215,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
564,Fall 2019,Ethnicity and race unknown,May 24 2021 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,125227,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
565,Fall 2019,White,May 24 2021 12:00AM,"Syracuse University Abroad - Exploring Central Europe: History, Memory, and Identity Across Borders",Poland,Wroclaw,Europe,125245,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
566,Fall 2019,White,May 24 2021 12:00AM,CET Prague,Czechia,Prague,Europe,125376,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
567,Fall 2019,International student,May 24 2021 12:00AM,IES Abroad London Direct Enrollment - University College London,United Kingdom,London,Europe,125424,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
568,Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Czechia,Olomouc,Europe,125565,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
569,Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Czechia,Prague,Europe,125565,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
570,Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Germany,Berlin,Europe,125565,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
571,Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Netherlands,Utrecht,Europe,125565,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
572,Fall 2019,International student,May 24 2021 12:00AM,"Arcadia Abroad - Goldsmiths, University of London",United Kingdom,London,Europe,125578,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
573,Fall 2019,White,May 24 2021 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,125581,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
574,Fall 2019,White,May 24 2021 12:00AM,IES Abroad Nagoya Direct Enrollment - Nanzan University,Japan,Nagoya,Asia,125615,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
575,Fall 2019,White,May 24 2021 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,125627,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
576,Fall 2019,White,May 24 2021 12:00AM,Grinnell in London,United Kingdom,London,Europe,125668,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
578,Fall 2019,White,May 24 2021 12:00AM,"Syracuse University Abroad - Exploring Central Europe: History, Memory, and Identity Across Borders",Poland,Wroclaw,Europe,125673,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
579,Fall 2019,Ethnicity and race unknown,May 24 2021 12:00AM,"Arcadia Abroad - Goldsmiths, University of London",United Kingdom,London,Europe,125677,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
580,Fall 2019,White,May 18 2020 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,125691,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
581,Fall 2019,White,May 24 2021 12:00AM,Budapest Semesters in Math,Hungary,Budapest,Europe,125703,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
582,Fall 2019,White,May 24 2021 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,125827,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
583,Fall 2019,White,May 24 2021 12:00AM,Grinnell in London,United Kingdom,London,Europe,125839,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
585,Fall 2019,Black or African-American,May 24 2021 12:00AM,"IES Abroad London Direct Enrollment – Queen Mary, University of London",United Kingdom,London,Europe,125884,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
586,Fall 2019,White,May 24 2021 12:00AM,IES Abroad Tokyo - Language & Culture,Japan,Tokyo,Asia,125918,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
587,Fall 2019,International student,May 24 2021 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,125929,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
588,Fall 2019,White,May 24 2021 12:00AM,Budapest Semesters in Math,Hungary,Budapest,Europe,126095,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
589,Fall 2019,Black or African-American,May 18 2020 12:00AM,X - Trinity/La Mama Performing Arts Semester,United States,"New York, NY",North America,126181,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
590,Fall 2019,Asian,May 24 2021 12:00AM,Hamilton in France,France,Paris,Europe,126271,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
591,Fall 2019,White,May 24 2021 12:00AM,College Year in Athens - Semester and Academic Year Program,Greece,Athens,Europe,126320,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
592,Fall 2019,White,May 25 2021 12:00AM,American University - Washington Semester Program,United States,"Washington, D.C.",North America,126426,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
593,Fall 2019,International student,May 24 2021 12:00AM,"CIEE Arts and Sciences Program in Seoul, Korea","Korea, South ",Seoul,Asia,126435,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
594,Fall 2019,International student,May 24 2021 12:00AM,National Theater Institute,United States,"Waterford, CT",North America,126446,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
595,Fall 2019,Ethnicity and race unknown,May 24 2021 12:00AM,CET Prague,Czechia,Prague,Europe,126459,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
596,Fall 2019,Hispanic (of any race),May 25 2021 12:00AM,Hamilton in France,France,Paris,Europe,126512,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
597,Fall 2019,International student,May 25 2021 12:00AM,CET Prague Film Production,Czechia,Prague,Europe,126532,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
598,Fall 2019,White,May 24 2021 12:00AM,X - National Musical Theater Institute,United States,New York,North America,126551,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
599,Fall 2019,Ethnicity and race unknown,May 18 2020 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,126552,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
600,Fall 2019,White,May 24 2021 12:00AM,CIEE Central European Studies Program in Warsaw,Poland,Warsaw,Europe,126574,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
601,Fall 2019,White,May 18 2020 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,126619,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
602,Fall 2019,White,May 24 2021 12:00AM,IES Abroad Vienna - European Society & Culture,Austria,Vienna,Europe,126622,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
603,Fall 2019,White,May 24 2021 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,126640,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
604,Fall 2019,White,May 24 2021 12:00AM,"CIEE Liberal Arts Program in Santiago, Chile",Chile,Santiago,Latin America and Caribbean,126678,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
605,Fall 2019,White,May 24 2021 12:00AM,Budapest Semesters in Math,Hungary,Budapest,Europe,126697,2019,Fall,Intend to Participate,M,NA,2019-2020,2019
606,Fall 2019,White,May 24 2021 12:00AM,Arcadia Abroad - Queens University Belfast,United Kingdom,Belfast,Europe,126743,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
607,Fall 2019,Hispanic (of any race),May 24 2021 12:00AM,Amideast in Jordan - Area and Arabic Language Studies (Semester/Academic Year),Jordan,Amman,MENA,126812,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
608,Fall 2019,White,May 24 2021 12:00AM,Grinnell in London,United Kingdom,London,Europe,126842,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
610,Fall 2019,White,May 24 2021 12:00AM,IES Abroad Cape Town - University of Cape Town,South Africa,Cape Town,Sub-Saharan Africa,126882,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
611,Fall 2019,International student,May 24 2021 12:00AM,IES Abroad London Direct Enrollment - University College London,United Kingdom,London,Europe,126897,2019,Fall,Intend to Participate,F,NA,2019-2020,2019
